# 1.因为最初全量导入PAAS平台时，模型唯一标识是由“模型名+日期”组成，后续批次新增的模型日期又与最初的导入的日期不一样，
#  所以导致模型唯一标识没有规律，不方便管理。因此以下这些模型唯一标识是从PAAS平台导出，方便后续更新模型时模型唯一标识不会有变化。
# 2.除了以下模型，后续新增的模型导入PAAS，模型唯一标识都是与模型名一样。
DATANAME,XMLID
TO_BASS_PROD_ATTR_DAY_JY,TO_BASS_PROD_ATTR_DAY_JY_20161128
TS_ESOP_GIFT_MARK_PLAN_D_JY,TS_ESOP_GIFT_MARK_PLAN_D_JY_20161128
TO_P_CUST_INTEGRAL_M_JY,TO_P_CUST_INTEGRAL_M_JY_20161128
TR_SJDCRM_BASS_OPRTORINFO_JY,TR_SJDCRM_BASS_OPRTORINFO_JY_20161128
TO_BASS_PW_COMP_DAY_JY,TO_BASS_PW_COMP_DAY_JY_20161128
TW_SJDCRM_BASS_EBOX_PAY_MO_JY,TW_SJDCRM_BASS_EBOX_PAY_MO_JY_20161128
TS_O_SMSBH_FLUXEXPAND_DNDUSR_D_JY,TS_O_SMSBH_FLUXEXPAND_DNDUSR_D_JY_20161128
TO_NGCC_AUTO_SERV_NAM_JY,TO_NGCC_AUTO_SERV_NAM_JY_20161128
TO_VIP_HAIR_SERV_REC_MO_JY,TO_VIP_HAIR_SERV_REC_MO_JY_20161128
TO_CLUB_REG_USR_DAY_JY,TO_CLUB_REG_USR_DAY_JY_20161128
TO_ESOP_PRDCT_PAY_D_JY,TO_ESOP_PRDCT_PAY_D_JY_20161128
TS_ESOP_PARAM_VAL_D_JY,TS_ESOP_PARAM_VAL_D_JY_20161128
TW_CHNL_INNET_INF_M_JY,TW_CHNL_INNET_INF_M_JY_20161128
TS_E_BOSS_BUSI_CHK_M_JY,TS_E_BOSS_BUSI_CHK_M_JY_20161128
TS_LOAD_BOSS_NEWBAL_MO_JY,TS_LOAD_BOSS_NEWBAL_MO_JY_20161128
TS_O_CHNL_STAR_PHOTO_M_JY,TS_O_CHNL_STAR_PHOTO_M_JY_20161128
TS_BASS_PRDCT_CUSTGRP_ALLOW_JY,TS_BASS_PRDCT_CUSTGRP_ALLOW_JY_20161128
TW_TERM_CHG_USR_BASE_M_JY,TW_TERM_CHG_USR_BASE_M_JY_20161128
TS_O_SOLUTION_PRDCT_D_JY,TS_O_SOLUTION_PRDCT_D_JY_20161128
TW_TERM_CHG_USR_M_JY,TW_TERM_CHG_USR_M_JY_20161128
TO_HWCRM_SIM_RES_D_JY,TO_HWCRM_SIM_RES_D_JY_20161128
TO_SJDCRM_BASS_CORP_MBR_ADAY_JY,TO_SJDCRM_BASS_CORP_MBR_ADAY_JY_20161128
TW_PERS_CSNM_M_JY,TW_PERS_CSNM_M_JY_20161128
TO_RHJF_OWE_BILL_DAY_JY,TO_RHJF_OWE_BILL_DAY_JY_20161128
TO_ESOP_USR_REL_D_JY,TO_ESOP_USR_REL_D_JY_20161128
TO_E_CXLM_RECOM_FAIL_M_JY,TO_E_CXLM_RECOM_FAIL_M_JY_20161128
TW_NB_PCA_BUSI_D_JY,TW_NB_PCA_BUSI_D_JY_20161128
TO_CRM_GROUP_MBR_LOG_D_JY,TO_CRM_GROUP_MBR_LOG_D_JY_20161128
TS_BASS_MKPLN_CUSTGRP_ALLOW_JY,TS_BASS_MKPLN_CUSTGRP_ALLOW_JY_20161128
TS_O_ENTITY_ATTR_D_JY,TS_O_ENTITY_ATTR_D_JY_20161128
TW_SJDCRM_BASS_CUST_MO_JY,TW_SJDCRM_BASS_CUST_MO_JY_20161128
TO_ESOP_WORKF_D_JY,TO_ESOP_WORKF_D_JY_20161128
TO_ESOP_TRD_LOG_M_JY,TO_ESOP_TRD_LOG_M_JY_20161128
TW_BASS_NBR_RES_MO_JY,TW_BASS_NBR_RES_MO_JY_20161128
TW_CHNL_YK_M_JY,TW_CHNL_YK_M_JY_20161128
TO_ESOP_NBR_RES_D_JY,TO_ESOP_NBR_RES_D_JY_20161128
TO_E_SOC_REAL_USR_REG_D_JY,TO_E_SOC_REAL_USR_REG_D_JY_20161128
TO_RHJF_PPS_RECV_M_JY,TO_RHJF_PPS_RECV_M_JY_20161128
TW_CDR_USR_GPRS_BUSI_D_JY,TW_CDR_USR_GPRS_BUSI_D_JY_TCTY20161130
TW_IMEI_USR_BUSI_M_JY,TW_IMEI_USR_BUSI_M_JY_20161128
TO_E_MSTORE_ORDR_D_JY,TO_E_MSTORE_ORDR_D_JY_20161128
TO_RHJF_BILL_WOFFLOG_JY,TO_RHJF_BILL_WOFFLOG_JY_20161128
TW_CORP_DDLINE_M_JY,TW_CORP_DDLINE_M_JY_20161128
TW_NB_BROWSE_PARSE_D_JY,TW_NB_BROWSE_PARSE_D_JY_20161128
TO_BASS_PR_RELA_DAY_JY,TO_BASS_PR_RELA_DAY_JY_20161128
TM_GLB_GIFT_DAY_JY,TM_GLB_GIFT_DAY_JY_20161128
TS_10086_WHOLE_BUSI_JY,TS_10086_WHOLE_BUSI_JY_20161128
TS_E_BUSI_ACCEPT_LOG_M_JY,TS_E_BUSI_ACCEPT_LOG_M_JY_20161128
TO_BASS_RECSNAP_ADAY_JY,TO_BASS_RECSNAP_ADAY_JY_20161128
TW_CORP_INDAPPLY_USEUSR_JY,TW_CORP_INDAPPLY_USEUSR_JY_20161128
TW_PERS_CORP_IND_M_JY,TW_PERS_CORP_IND_M_JY_20161128
TO_RHJF_PAY_TRADE_LOG_D_JY,TO_RHJF_PAY_TRADE_LOG_D_JY_20161128
TO_BASS_EBOX_BLRN_DAY_JY,TO_BASS_EBOX_BLRN_DAY_JY_20161128
TW_PERS_REDU_MH_CUST_M_JY,TW_PERS_REDU_MH_CUST_M_JY_20161128
TO_CRM_NOT_INNER_MBR_D_JY,TO_CRM_NOT_INNER_MBR_D_JY_20161128
TO_ESOP_PKG_PRDCT_D_JY,TO_ESOP_PKG_PRDCT_D_JY_20161128
TO_BASS_SP_INF_DAY_JY,TO_BASS_SP_INF_DAY_JY_20161128
TO_BASS_INF_CHG_LOG_JY,TO_BASS_INF_CHG_LOG_JY_20161128
TW_NB_RFID_SIM_USR_M_JY,TW_NB_RFID_SIM_USR_M_JY_20161128
TO_CRM_ORDR_ROW_D_JY,TO_CRM_ORDR_ROW_D_JY_20161128
TW_CORP_PRDCT_OWE_M_JY,TW_CORP_PRDCT_OWE_M_JY_20161128
TO_R_BLANSIM_SCRAP_LOSSDEL_D_JY,TO_R_BLANSIM_SCRAP_LOSSDEL_D_JY_20161128
TO_M_RTN_MARK_LOG_D_JY,TO_M_RTN_MARK_LOG_D_JY_20161128
TO_RHJF_BILL_UNWOFF_MO_JY,TO_RHJF_BILL_UNWOFF_MO_JY_20161128
TS_E_USR_ORD_TARIFFDISC_RELA_D_JY,TS_E_USR_ORD_TARIFFDISC_RELA_D_JY_20161128
TS_CXCRM_GIFT_MARK_PLAN_D_JY,TS_CXCRM_GIFT_MARK_PLAN_D_JY_20161128
TO_CXCRM_SRV_REQ_LOG_M_JY,TO_CXCRM_SRV_REQ_LOG_M_JY_20161128
TO_BASS_EMPTYRES_OPRLOG_JY,TO_BASS_EMPTYRES_OPRLOG_JY_20161128
TS_O_CHNL_STAR_REWARD_EVAL_COEFF_M_JY,TS_O_CHNL_STAR_REWARD_EVAL_COEFF_M_JY_20161128
TO_BASS_OTHCM_RES_MO_YC_JY,TO_BASS_OTHCM_RES_MO_YC_JY_20161128
TO_O_RE_PERS_REL_REC_M_JY,TO_O_RE_PERS_REL_REC_M_JY_20161128
TO_ESOP_CORP_MBR_M_JY,TO_ESOP_CORP_MBR_M_JY_20161128
TO_R_CHNL_CHK_LOG_D_JY,TO_R_CHNL_CHK_LOG_D_JY_20161128
TO_ESOP_ATTCH_D_JY,TO_ESOP_ATTCH_D_JY_20161128
TW_PERS_FAMHOME_BUSI_M_JY,TW_PERS_FAMHOME_BUSI_M_JY_20161128
TS_E_REWARD_CHK_INVALID_M_JY,TS_E_REWARD_CHK_INVALID_M_JY_20161128
TS_O_CHNL_REWARD_EVAL_COEFF_M_JY,TS_O_CHNL_REWARD_EVAL_COEFF_M_JY_20161128
TS_P_CORP_RED_LIST_D_JY,TS_P_CORP_RED_LIST_D_JY_20161128
TS_R_RECHAGABLE_CARD_D_JY,TS_R_RECHAGABLE_CARD_D_JY_20161128
TS_BASS_USR_MO_JY,TS_BASS_USR_MO_JY_20161128
TS_O_SPBUSI_PLATEFROM_D_JY,TS_O_SPBUSI_PLATEFROM_D_JY_20161128
TW_F_CUST_VAL_ANLYS_M_JY,TW_F_CUST_VAL_ANLYS_M_JY_20161128
TO_USR_FEEDBACK_INFO_DAY_JY,TO_USR_FEEDBACK_INFO_DAY_JY_20161128
TO_BASS_FIX_FEE_MO_JY,TO_BASS_FIX_FEE_MO_JY_20161128
TO_P_CTMS_SELL_DATA_M_JY,TO_P_CTMS_SELL_DATA_M_JY_20161128
TO_ESOP_PKGCARD_RES_D_JY,TO_ESOP_PKGCARD_RES_D_JY_20161128
TO_BASS_REWARD_RECD_JY,TO_BASS_REWARD_RECD_JY_20161128
TW_PERS_CMNCT_USR_M_JY,TW_PERS_CMNCT_USR_M_JY_20161128
TO_NB_CPRINT_USR_ORDR_D_JY,TO_NB_CPRINT_USR_ORDR_D_JY_20161128
TO_BASS_MZONE_MOSTS_MO_JY,TO_BASS_MZONE_MOSTS_MO_JY_20161128
TO_BASS_SW_ORD_COM_DAY_JY,TO_BASS_SW_ORD_COM_DAY_JY_20161128
TS_BASS_MKPLN_USE_ORG_JY,TS_BASS_MKPLN_USE_ORG_JY_20161128
TO_ESOP_BOARD_FREE_M_JY,TO_ESOP_BOARD_FREE_M_JY_20161128
TO_R_BLANKSIM_ALLOT_RECYCLE_D_JY,TO_R_BLANKSIM_ALLOT_RECYCLE_D_JY_20161128
TO_E_LTE_S1MME_CDR_YF,TO_E_LTE_S1MME_CDR_YF_O_TCTY20161130
TR_R_CRCT_DATALINK_D_YF,TR_R_CRCT_DATALINK_D_YF_O_TCTY20161130
TO_E_CS_AIU_MOSMS_CDR_YF,TO_E_CS_AIU_MOSMS_CDR_YF_O_TCTY20161130
TR_R_LOCATION_DISTRICT_D_YF,TR_R_LOCATION_DISTRICT_D_YF_O_TCTY20161130
TO_E_VOLTE_SIP_CDR_YF,TO_E_VOLTE_SIP_CDR_YF_O_TCTY20161130
TR_R_PARM_CG_D_YF,TR_R_PARM_CG_D_YF_O_TCTY20161130
TW_NET_SR_D_YF,TW_NET_SR_D_YF_O_TCTY20161130
TO_E_LTE_NHTTP_VOIP_D_YF,TO_E_LTE_NHTTP_VOIP_D_YF_O_TCTY20161130
TO_E_GBIU_U_FTP_CDR_YF,TO_E_GBIU_U_FTP_CDR_YF_O_TCTY20161130
TO_E_PARSE_GN_D_YF,TO_E_PARSE_GN_D_YF_O_TCTY20161130
TO_E_VOLTE_SV_CDR_YF,TO_E_VOLTE_SV_CDR_YF_O_TCTY20161130
TW_NET_CONT_PARSE_D_YF,TW_NET_CONT_PARSE_D_YF_O_TCTY20161130
TO_R_BLANKCARD_SALE_DISTRI_D_JY,TO_R_BLANKCARD_SALE_DISTRI_D_JY_20161128
TW_PERS_MH_CUST_M_JY,TW_PERS_MH_CUST_M_JY_20161128
TO_RHJF_SPCL_RECV_M_JY,TO_RHJF_SPCL_RECV_M_JY_20161128
TO_ESOP_ORDR_ROW_D_JY,TO_ESOP_ORDR_ROW_D_JY_20161128
TO_F_MULTI_DMNSN_M_JY,TO_F_MULTI_DMNSN_M_JY_20161128
TM_SOLD_INACTV_BAL_MO_JY,TM_SOLD_INACTV_BAL_MO_JY_20161128
TO_ESOP_PRDCT_DFN_D_JY,TO_ESOP_PRDCT_DFN_D_JY_20161128
TS_E_BRING_IMEI_DTL_D_JY,TS_E_BRING_IMEI_DTL_D_JY_20161128
TO_E_EBOX_PRSTR_DIS_M_JY,TO_E_EBOX_PRSTR_DIS_M_JY_20161128
TO_CXCRM_USR_REL_D_JY,TO_CXCRM_USR_REL_D_JY_20161128
TO_BASS_WF_EBOX_BAL_MO_JY,TO_BASS_WF_EBOX_BAL_MO_JY_20161128
TO_R_BLANKSIM_STS_CHG_D_JY,TO_R_BLANKSIM_STS_CHG_D_JY_20161128
TO_RHJF_PAY_MDE_D_JY,TO_RHJF_PAY_MDE_D_JY_20161128
TO_F_BBC_REWARD_DTL_M_JY,TO_F_BBC_REWARD_DTL_M_JY_20161128
TO_R_USR_STNDBY_CRD_D_JY,TO_R_USR_STNDBY_CRD_D_JY_20161128
TW_DISC_USER_INFO_JY,TW_DISC_USER_INFO_JY_20161128
TO_CDR_JY,TO_CDR_JY_20161128
TO_CXCRM_ORDER_PRDCT_DAY_JY,TO_CXCRM_ORDER_PRDCT_DAY_JY_20161128
TO_ESOP_NB_CORP_SPAY_M_JY,TO_ESOP_NB_CORP_SPAY_M_JY_20161128
TR_O_FAM_PRDCT_D_JY,TR_O_FAM_PRDCT_D_JY_20161128
TO_RHJF_BAND_CHRG_LOG_D_JY,TO_RHJF_BAND_CHRG_LOG_D_JY_20161128
TO_SCHOOL_BASIC_INFO_JY,TO_SCHOOL_BASIC_INFO_JY_20161128
TS_MRKT_MNTR_BUSI_INCM_DAY_JY,TS_MRKT_MNTR_BUSI_INCM_DAY_JY_20161128
TS_EB_COLLECTION_HIS_D_JY,TS_EB_COLLECTION_HIS_D_JY_20161128
TS_O_CHNL_STAR_LOG_M_JY,TS_O_CHNL_STAR_LOG_M_JY_20161128
TS_O_SJDCRM_PERS_CORP_PRDCT_USR_D_JY,TS_O_SJDCRM_PERS_CORP_PRDCT_USR_D_JY_20161128
TS_O_CROSS_REGION_CORP_PRDCT_D_JY,TS_O_CROSS_REGION_CORP_PRDCT_D_JY_20161128
TO_ZNZSK_ZNPT_TO_SMS_DAY_JY,TO_ZNZSK_ZNPT_TO_SMS_DAY_JY_20161128
TW_NB_FETION_USR_D_JY,TW_NB_FETION_USR_D_JY_20161128
TO_ESOP_ADD_GIFT_D_JY,TO_ESOP_ADD_GIFT_D_JY_20161128
TW_PERS_BNDCARD_ORDER_REL_D_JY,TW_PERS_BNDCARD_ORDER_REL_D_JY_20161128
TO_BASS_VOPUSR_MO_JY,TO_BASS_VOPUSR_MO_JY_20161128
TW_BASS_VIPCARD_RES_MO_JY,TW_BASS_VIPCARD_RES_MO_JY_20161128
TS_E_RET_FEE_HIS_D_JY,TS_E_RET_FEE_HIS_D_JY_20161128
TW_CS_12580_VIST_USR_M_JY,TW_CS_12580_VIST_USR_M_JY_20161128
TS_EB_BILLITEM_EBOXUNIT_RELA_D_JY,TS_EB_BILLITEM_EBOXUNIT_RELA_D_JY_20161128
TS_BASS_ADD_PRDCT_OPR_JY,TS_BASS_ADD_PRDCT_OPR_JY_20161128
TW_PERS_FAMHOME_BUSI_D_JY,TW_PERS_FAMHOME_BUSI_D_JY_20161128
TO_SOC_CHNL_ADT_RSLT_MO_JY,TO_SOC_CHNL_ADT_RSLT_MO_JY_20161128
TO_BASS_CUST_ADAY_JY,TO_BASS_CUST_ADAY_JY_20161128
TO_NGCC_OFF_CLBCK_HIS_JY,TO_NGCC_OFF_CLBCK_HIS_JY_20161128
TW_BASS_EBOX_PAY_MO_JY,TW_BASS_EBOX_PAY_MO_JY_20161128
TS_R_FREE_RES_BAK_M_JY,TS_R_FREE_RES_BAK_M_JY_20161128
TS_E_NTOP_INFO_BASE_M_JY,TS_E_NTOP_INFO_BASE_M_JY_20161128
TO_GPRS_DAY_JY,TO_GPRS_DAY_JY_20161128
TW_BASS_INTEGRAL_RULE_MO_JY,TW_BASS_INTEGRAL_RULE_MO_JY_20161128
TS_HWCRM_CHRG_ITM_D_JY,TS_HWCRM_CHRG_ITM_D_JY_20161128
TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_JY,TR_NB_GPRS_FLUX_MARKET_INSTRUCT_PRDCT_JY_20161128
TS_O_STARLVL_PIECE_REWARD_STDLOG_M_JY,TS_O_STARLVL_PIECE_REWARD_STDLOG_M_JY_20161128
TS_E_CHNL_PIECE_REWARD_STD_M_JY,TS_E_CHNL_PIECE_REWARD_STD_M_JY_20161128
TO_BASS_TRANS_FERLOG_JY,TO_BASS_TRANS_FERLOG_JY_20161128
TS_EB_PRDCT_FIXFEE_D_JY,TS_EB_PRDCT_FIXFEE_D_JY_20161128
TS_BASS_PRDCT_USE_ORG_JY,TS_BASS_PRDCT_USE_ORG_JY_20161128
TS_EB_WAITBAD_BILL_M_JY,TS_EB_WAITBAD_BILL_M_JY_20161128
TO_EB_MNET_RIMDT_LOG_D_JY,TO_EB_MNET_RIMDT_LOG_D_JY_20161128
TW_MOBGAME_BUSI_M_JY,TW_MOBGAME_BUSI_M_JY_20161128
TW_PERS_ONOFF_D_YF,TW_PERS_ONOFF_D_YF_O_TCTY20161130
TO_E_TEL_SGNL_23G_D_YF,TO_E_TEL_SGNL_23G_D_YF_O_TCTY20161130
TO_E_IUPS_CDR_YF,TO_E_IUPS_CDR_YF_O_TCTY20161130
TO_E_LTE_S1U_VOIP_CDR_YF,TO_E_LTE_S1U_VOIP_CDR_YF_O_TCTY20161130
TO_E_CS_AIU_MOC_CDR_YF,TO_E_CS_AIU_MOC_CDR_YF_O_TCTY20161130
TR_R_LOCATION_CITY_D_YF,TR_R_LOCATION_CITY_D_YF_O_TCTY20161130
TR_R_IT_MMSCENTER_SYS_D_YF,TR_R_IT_MMSCENTER_SYS_D_YF_O_TCTY20161130
TO_E_VOLTE_S1_MME_CDR_YF,TO_E_VOLTE_S1_MME_CDR_YF_O_TCTY20161130
TO_ESOP_SIM_RES_D_JY,TO_ESOP_SIM_RES_D_JY_20161128
TS_BASS_PRDCT_CUSTGRP_FORBID_JY,TS_BASS_PRDCT_CUSTGRP_FORBID_JY_20161128
TW_NB_MOBFLASH_USR_D_JY,TW_NB_MOBFLASH_USR_D_JY_20161128
TW_NB_HI_USR_M_JY,TW_NB_HI_USR_M_JY_20161128
TO_EB_SOCCHNL_REWARD_M_JY,TO_EB_SOCCHNL_REWARD_M_JY_20161128
TS_E_FXORDR_GOODS_DTL_D_JY,TS_E_FXORDR_GOODS_DTL_D_JY_20161128
TW_PERS_CORP_CNSM_M_JY,TW_PERS_CORP_CNSM_M_JY_20161128
TO_ESOP_BILL_MAIL_D_JY,TO_ESOP_BILL_MAIL_D_JY_20161128
TO_ESOP_OPEN_SIM_D_JY,TO_ESOP_OPEN_SIM_D_JY_20161128
TO_E_AFT_DIS_LOG_D_JY,TO_E_AFT_DIS_LOG_D_JY_20161128
TS_EB_SJDRHJF_DICT_D_JY,TS_EB_SJDRHJF_DICT_D_JY_20161128
TS_O_DSP_DATA_BUSI_CHKKPI_M_JY,TS_O_DSP_DATA_BUSI_CHKKPI_M_JY_20161128
TW_PERS_USR_BRND_M_JY,TW_PERS_USR_BRND_M_JY_20161128
TO_CORPMAIL_USR_ACT_MO_JY,TO_CORPMAIL_USR_ACT_MO_JY_20161128
TO_E_REAL_USR_REG_M_JY,TO_E_REAL_USR_REG_M_JY_20161128
TO_RHJF_DEDCT_HIS_D_JY,TO_RHJF_DEDCT_HIS_D_JY_20161128
TO_BASS_TRANS_DEF_MO_JY,TO_BASS_TRANS_DEF_MO_JY_20161128
TO_BASS_VIPCARD_RES_DAY_JY,TO_BASS_VIPCARD_RES_DAY_JY_20161128
TS_EB_SJDRHJF_COLLECTION_DEAL_LOG_D_JY,TS_EB_SJDRHJF_COLLECTION_DEAL_LOG_D_JY_20161128
TS_R_PRSENT_FREE_RES_D_JY,TS_R_PRSENT_FREE_RES_D_JY_20161128
TS_P_SJDRHJF_CUST_CONINTEGRAL_M_JY,TS_P_SJDRHJF_CUST_CONINTEGRAL_M_JY_20161128
TW_PERS_BUSI_FEE_D_JY,TW_PERS_BUSI_FEE_D_JY_20161128
TW_PERS_ONOFF_M_YF,TW_PERS_ONOFF_M_YF_O_TCTY20161130
TW_NET_SR_M_YF,TW_NET_SR_M_YF_O_TCTY20161130
TR_R_PARM_SGSN_D_YF,TR_R_PARM_SGSN_D_YF_O_TCTY20161130
TR_R_NE_CUSTOMERDEV_D_YF,TR_R_NE_CUSTOMERDEV_D_YF_O_TCTY20161130
TO_E_LTE_NHTTP_RTSP_D_YF,TO_E_LTE_NHTTP_RTSP_D_YF_O_TCTY20161130
TO_E_CELL_MR_CDR_YF,TO_E_CELL_MR_CDR_YF_O_TCTY20161130
TR_R_DATANET_CARD_D_YF,TR_R_DATANET_CARD_D_YF_O_TCTY20161130
TO_CXCRM_ORDER_DIL_3MON_DAY_JY,TO_CXCRM_ORDER_DIL_3MON_DAY_JY_20161128
TO_BASS_SW_PACKDET_DAY_JY,TO_BASS_SW_PACKDET_DAY_JY_20161128
TO_BASS_OTHRES_OPRLOG_JY,TO_BASS_OTHRES_OPRLOG_JY_20161128
TS_R_PBOSS_PKGCARD_D_JY,TS_R_PBOSS_PKGCARD_D_JY_20161128
TO_BASS_SW_ORD_DAY_JY,TO_BASS_SW_ORD_DAY_JY_20161128
TO_CORP_INDAPPLY_XXT_ORDER_MO_JY,TO_CORP_INDAPPLY_XXT_ORDER_MO_JY_20161128
TO_BASS_PAYIN_MEMO_MO_JY,TO_BASS_PAYIN_MEMO_MO_JY_20161128
TS_O_PRDCT_USED_DAYS_M_JY,TS_O_PRDCT_USED_DAYS_M_JY_20161128
TO_CRM_EBOX_CHNL_D_JY,TO_CRM_EBOX_CHNL_D_JY_20161128
TO_BASS_SCUST_ADAY_JY,TO_BASS_SCUST_ADAY_JY_20161128
TS_LOAD_MRKT_BUSI_CHARGE_TOTAL_DAY_JY,TS_LOAD_MRKT_BUSI_CHARGE_TOTAL_DAY_JY_20161128
TO_R_PKGCARD_IN_STORE_D_JY,TO_R_PKGCARD_IN_STORE_D_JY_20161128
TO_NGCC_AUTO_TELFEE_LOG_JY,TO_NGCC_AUTO_TELFEE_LOG_JY_20161128
TO_VIP_AIR_SERV_MO_JY,TO_VIP_AIR_SERV_MO_JY_20161128
TO_ESOP_NBRRES_LOG_D_JY,TO_ESOP_NBRRES_LOG_D_JY_20161128
TO_MOBBUSI_DAY_JY,TO_MOBBUSI_DAY_JY_20161128
TO_ESOP_ORG_D_JY,TO_ESOP_ORG_D_JY_20161128
TS_SJDCRM_BASS_USR_ADAY_JY,TS_SJDCRM_BASS_USR_ADAY_JY_20161128
TO_E_WORKF_STS_D_JY,TO_E_WORKF_STS_D_JY_20161128
TS_O_PRDCT_SERVICE_ATTR_D_JY,TS_O_PRDCT_SERVICE_ATTR_D_JY_20161128
TW_MOBGAME_BUSI_D_JY,TW_MOBGAME_BUSI_D_JY_20161128
TS_E_SJDRHJF_BILLCHK_HANGADJ_DTL_D_JY,TS_E_SJDRHJF_BILLCHK_HANGADJ_DTL_D_JY_20161128
TW_PERS_FAMHOME_MBR_INF_M_JY,TW_PERS_FAMHOME_MBR_INF_M_JY_20161128
TO_ESOP_INVC_PRT_LOG_D_JY,TO_ESOP_INVC_PRT_LOG_D_JY_20161128
TW_NB_VOICEMAIL_USR_M_JY,TW_NB_VOICEMAIL_USR_M_JY_20161128
TS_BASS_DB_REGION_DAY_JY,TS_BASS_DB_REGION_DAY_JY_20161128
TO_EMPLOYEE_USR_JY,TO_EMPLOYEE_USR_JY_20161128
TS_BASS_PRDCT_USE_BUS_JY,TS_BASS_PRDCT_USE_BUS_JY_20161128
TO_CXCRM_ORDER_FEE_3MON_DAY_JY,TO_CXCRM_ORDER_FEE_3MON_DAY_JY_20161128
TS_O_APPEAL_TYP_D_JY,TS_O_APPEAL_TYP_D_JY_20161128
TO_SJDCRM_BASS_MAIN_PRDCT_JY,TO_SJDCRM_BASS_MAIN_PRDCT_JY_20161128
TS_R_VAL_MAP_D_JY,TS_R_VAL_MAP_D_JY_20161128
TO_MMPLN_DLOAD_WRK_DAY_JY,TO_MMPLN_DLOAD_WRK_DAY_JY_20161128
TO_USR_VGOP_RELA_ADAY_JY,TO_USR_VGOP_RELA_ADAY_JY_20161128
TO_BASS_CREDIT_CTL_LOG_JY,TO_BASS_CREDIT_CTL_LOG_JY_20161128
TO_RHJF_CLCT_DATA_HIS_D_JY,TO_RHJF_CLCT_DATA_HIS_D_JY_20161128
TW_CHNL_ZJTY_REWARD_MO_JY,TW_CHNL_ZJTY_REWARD_MO_JY_20161128
TW_TERM_IMEI_SEQ_D_JY,TW_TERM_IMEI_SEQ_D_JY_20161128
TO_CORPKPI_NEW_JY,TO_CORPKPI_NEW_JY_20161128
TW_CMPT_CALL_D_JY,TW_CMPT_CALL_D_JY_20161128
TW_GMCC_CMPT_VEST_JSSC_M_JY,TW_GMCC_CMPT_VEST_JSSC_M_JY_20161128
TW_NB_CR_BUSI_D_JY,TW_NB_CR_BUSI_D_JY_20161128
TO_LOG_CLLCAUS_DAY_JY,TO_LOG_CLLCAUS_DAY_JY_20161128
TO_BASS_PRIV_ATTR_DAY_JY,TO_BASS_PRIV_ATTR_DAY_JY_20161128
TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D_JY,TS_EB_SJDRHJF_BILL_RECHARGE_CHNL_D_JY_20161128
TW_PERS_CSNM_CITY_M_JY,TW_PERS_CSNM_CITY_M_JY_20161128
TO_ESOP_AUTH_LOG_M_JY,TO_ESOP_AUTH_LOG_M_JY_20161128
TS_E_BATCH_MRKT_GIFT_HIS_D_JY,TS_E_BATCH_MRKT_GIFT_HIS_D_JY_20161128
TO_CORPCARD_MO_LOG_DAY_JY,TO_CORPCARD_MO_LOG_DAY_JY_20161128
TO_P_USR_PRDCT_ATTR_D_JY,TO_P_USR_PRDCT_ATTR_D_JY_20161128
TW_USRCALL_MO_JY,TW_USRCALL_MO_JY_20161128
TW_NB_MM_USR_STS_M_JY,TW_NB_MM_USR_STS_M_JY_20161128
TS_HWCRM_SYS_PARAM_D_JY,TS_HWCRM_SYS_PARAM_D_JY_20161128
TO_BASS_IMSI_RES_YC_MO_JY,TO_BASS_IMSI_RES_YC_MO_JY_20161128
TW_NB_MNG_PLNTFM_BUSI_D_JY,TW_NB_MNG_PLNTFM_BUSI_D_JY_20161128
TW_PERS_TOPN_KEYWD_D_YF,TW_PERS_TOPN_KEYWD_D_YF_O_TCTY20161130
TR_E_LTECELL_YF,TR_E_LTECELL_YF_O_TCTY20161130
TO_E_GBIU_U_RTSP_CDR_YF,TO_E_GBIU_U_RTSP_CDR_YF_O_TCTY20161130
TO_E_LTE_S1U_HTTP_PAESE_CDR_YF,TO_E_LTE_S1U_HTTP_PAESE_CDR_YF_O_TCTY20161130
TW_NET_SITE_D_YF,TW_NET_SITE_D_YF_O_TCTY20161130
TR_R_FAM_USERDEVICEPORT_D_YF,TR_R_FAM_USERDEVICEPORT_D_YF_O_TCTY20161130
TW_PERS_TOPN_APP_D_YF,TW_PERS_TOPN_APP_D_YF_O_TCTY20161130
TW_P_234G_LACI_D_YF,TW_P_234G_LACI_D_YF_O_TCTY20161130
TR_R_NE_MSS_D_YF,TR_R_NE_MSS_D_YF_O_TCTY20161130
TR_R_NE_MSC_D_YF,TR_R_NE_MSC_D_YF_O_TCTY20161130
TR_R_HOMEBRB_SERV_OVERLAY_YF,TR_R_HOMEBRB_SERV_OVERLAY_YF_O_TCTY20161130
TW_USRCALL_SPLSRVR_MO_JY,TW_USRCALL_SPLSRVR_MO_JY_20161128
TS_ESOP_PRDCT_USE_CHNL_D_JY,TS_ESOP_PRDCT_USE_CHNL_D_JY_20161128
TS_SJDCRM_BASS_VPMN_MBR_JY,TS_SJDCRM_BASS_VPMN_MBR_JY_20161128
TS_BASS_MKPLN_DISC_FIXFEE_JY,TS_BASS_MKPLN_DISC_FIXFEE_JY_20161128
TS_P_DSP_LINGX_ACTV_USR_M_JY,TS_P_DSP_LINGX_ACTV_USR_M_JY_20161128
